LSOA code,Total Crimes,2019,2020,2021,2022,2023,Average Crimes 2019-2023,sum,Crime Rate (Average Crimes/residents*1000)
E01000242,470,83,113,91,90,93,94.0,1601,58.71
E01000261,430,93,78,90,79,90,86.0,1769,48.62
E01000266,341,60,73,61,75,72,68.2,1437,47.46
E01000269,440,94,99,84,62,101,88.0,1388,63.4
E01000270,492,104,96,98,94,100,98.4,1547,63.61
E01000280,289,62,71,66,41,49,57.8,1336,43.26
E01000287,629,131,128,109,130,131,125.8,1631,77.13
E01000288,425,47,47,71,105,155,85.0,1550,54.84
E01000292,683,159,188,135,118,83,136.6,1544,88.47
E01000295,772,210,152,109,140,161,154.4,1613,95.72
E01000298,692,154,168,153,133,84,138.4,1711,80.89
E01000304,441,68,97,111,90,75,88.2,1559,56.57
E01000316,2215,460,440,374,415,526,443.0,2285,193.87
E01000324,440,88,96,92,72,92,88.0,1832,48.03
E01000333,1311,239,292,250,260,270,262.2,1917,136.78
E01000344,465,79,130,105,76,75,93.0,1592,58.42
E01000346,505,87,119,131,98,70,101.0,1588,63.6
E01000350,485,126,119,83,59,98,97.0,1486,65.28
E01000352,633,114,110,130,132,147,126.6,1618,78.24
E01000358,397,81,90,67,68,91,79.4,1659,47.86
E01000359,299,61,73,57,54,54,59.8,1265,47.27
E01000365,714,127,137,148,155,147,142.8,1728,82.64
E01000366,598,107,129,103,102,157,119.6,1641,72.88
E01000371,309,57,69,68,59,56,61.8,1620,38.15
E01000391,419,63,98,94,76,88,83.8,1750,47.89
E01000395,332,97,82,62,44,47,66.4,1528,43.46
E01000407,444,103,76,89,86,90,88.8,1868,47.54
E01000408,1209,252,243,236,272,206,241.8,1774,136.3
E01000413,300,70,73,53,60,44,60.0,1346,44.58
E01000415,210,35,32,46,47,50,42.0,1465,28.67
E01000427,713,140,150,133,165,125,142.6,2014,70.8
E01000429,1060,210,286,233,197,134,212.0,1692,125.3
E01000430,980,227,224,192,185,152,196.0,2051,95.56
E01000432,1257,327,319,222,271,118,251.4,3106,80.94
E01000433,1291,224,229,220,309,309,258.2,1957,131.94
E01000435,719,163,133,130,152,141,143.8,1490,96.51
E01000449,395,105,89,78,70,53,79.0,1562,50.58
E01000459,658,118,157,134,99,150,131.6,1871,70.34
E01000460,436,82,131,86,80,57,87.2,1259,69.26
E01000465,618,97,130,175,117,99,123.6,1689,73.18
E01000468,1141,188,279,236,220,218,228.2,2934,77.78
E01000474,476,106,118,91,91,70,95.2,2272,41.9
E01000479,611,145,141,128,115,82,122.2,1760,69.43
E01000480,512,102,127,99,105,79,102.4,1688,60.66
E01000482,2863,682,600,563,745,273,572.6,3019,189.67
E01000483,979,151,173,169,163,323,195.8,1852,105.72
E01000486,539,94,156,117,100,72,107.8,1698,63.49
E01000490,1958,322,396,373,397,470,391.6,1771,221.12
E01000493,489,105,108,106,90,80,97.8,1597,61.24
E01000495,1278,177,231,293,321,256,255.6,1588,160.96
E01000497,1633,323,417,355,318,220,326.6,2070,157.78
E01000499,1658,289,351,334,331,353,331.6,1897,174.8
E01000502,1130,221,318,224,175,192,226.0,1883,120.02
E01000503,968,191,242,173,179,183,193.6,2094,92.45
E01000508,1986,334,407,434,396,415,397.2,2613,152.01
E01000511,544,96,90,83,127,148,108.8,1770,61.47
E01000516,875,181,205,207,153,129,175.0,2345,74.63
E01000517,1402,390,273,212,246,281,280.4,1625,172.55
E01000518,825,129,213,178,146,159,165.0,1915,86.16
E01000525,1025,157,159,146,252,311,205.0,1851,110.75
E01000535,1255,230,305,190,238,292,251.0,2053,122.26
E01000543,668,172,124,120,128,124,133.6,1627,82.11
E01000551,1092,226,235,194,181,256,218.4,2894,75.47
E01000556,2347,510,615,402,403,417,469.4,2089,224.7
E01000560,834,142,227,208,129,128,166.8,1563,106.72
E01000562,369,111,101,84,36,37,73.8,1507,48.97
E01000563,490,104,113,101,77,95,98.0,1588,61.71
E01000564,832,177,189,199,141,126,166.4,1625,102.4
E01000574,329,41,102,58,72,56,65.8,1655,39.76
E01000577,1380,333,346,294,203,204,276.0,2585,106.77
E01000589,819,182,181,135,133,188,163.8,2551,64.21
E01000601,3972,582,824,787,965,814,794.4,1387,572.75
E01000607,749,95,189,157,183,125,149.8,2592,57.79
E01000620,725,144,122,137,148,174,145.0,1750,82.86
E01000621,677,104,152,122,149,150,135.4,1812,74.72
E01000627,2068,431,457,480,391,309,413.6,2047,202.05
E01000630,2274,534,469,406,450,415,454.8,2728,166.72
E01000638,1160,218,237,201,232,272,232.0,2142,108.31
E01000640,2300,432,517,439,464,448,460.0,2215,207.67
E01000644,1125,197,218,192,214,304,225.0,1912,117.68
E01000646,628,156,177,116,99,80,125.6,1827,68.75
E01000648,463,98,91,96,87,91,92.6,1890,48.99
E01000649,526,127,160,72,93,74,105.2,2067,50.9
E01000651,446,82,111,95,72,86,89.2,1679,53.13
E01000662,789,157,183,156,132,161,157.8,1805,87.42
E01000669,513,79,105,83,111,135,102.6,1735,59.14
E01000670,723,120,131,141,139,192,144.6,1939,74.57
E01000673,579,123,123,109,110,114,115.8,1668,69.42
E01000678,696,155,163,137,133,108,139.2,1846,75.41
E01000684,283,60,101,58,30,34,56.6,2092,27.06
E01000695,318,67,69,68,54,60,63.6,1517,41.92
E01000698,502,100,136,101,101,64,100.4,1194,84.09
E01000708,627,120,144,127,122,114,125.4,1689,74.25
E01000712,706,143,204,132,115,112,141.2,1794,78.71
E01000725,1032,168,206,223,222,213,206.4,1752,117.81
E01000752,491,96,108,88,86,113,98.2,1747,56.21
E01000755,176,44,44,26,34,28,35.2,1641,21.45
E01000782,1304,241,348,294,244,177,260.8,1545,168.8
E01000792,696,160,120,124,144,148,139.2,1508,92.31
E01000794,207,47,54,42,25,39,41.4,1547,26.76
E01000802,965,203,179,180,200,203,193.0,1848,104.44
E01000806,939,210,223,169,159,178,187.8,1715,109.5
E01000813,748,193,124,103,167,161,149.6,1563,95.71
E01000814,302,87,70,61,44,40,60.4,1517,39.82
E01000820,1015,215,221,233,157,189,203.0,1611,126.01
E01000823,603,105,140,138,110,110,120.6,1696,71.11
E01000824,1098,187,195,185,245,286,219.6,1402,156.63
E01000826,243,39,59,42,51,52,48.6,1636,29.71
E01000829,322,59,64,53,65,81,64.4,1770,36.38
E01000830,248,71,40,44,48,45,49.6,1625,30.52
E01000832,352,72,79,70,68,63,70.4,1571,44.81
E01000838,308,63,74,70,51,50,61.6,1431,43.05
E01000851,2953,583,478,483,617,792,590.6,1479,399.32
E01000854,5790,1810,1203,1009,1325,443,1158.0,1165,993.99
E01000858,3227,697,658,549,580,743,645.4,1932,334.06
E01000859,1182,212,275,277,194,224,236.4,1460,161.92
E01000864,674,139,159,137,173,66,134.8,1502,89.75
E01000866,977,170,221,149,231,206,195.4,1950,100.21
E01000880,509,89,126,84,113,97,101.8,1411,72.15
E01000891,1054,239,211,216,208,180,210.8,1487,141.76
E01000896,881,161,209,132,179,200,176.2,1438,122.53
E01000904,1776,414,387,348,355,272,355.2,2064,172.09
E01000909,597,127,139,105,90,136,119.4,1549,77.08
E01000910,736,168,176,154,131,107,147.2,1340,109.85
E01000912,1517,234,303,282,323,375,303.4,1587,191.18
E01000914,10731,2941,1936,1451,2030,2373,2146.2,1421,1510.34
E01000915,1242,253,288,217,242,242,248.4,1530,162.35
E01000916,2899,549,599,503,556,692,579.8,1853,312.9
E01000923,641,113,134,102,143,149,128.2,1447,88.6
E01000926,1172,218,311,264,194,185,234.4,1471,159.35
E01000930,2276,492,500,501,413,370,455.2,2082,218.64
E01000934,640,102,118,93,144,183,128.0,1514,84.54
E01000937,1099,219,232,213,214,221,219.8,1120,196.25
E01000946,2103,440,381,377,379,526,420.6,1554,270.66
E01000949,396,69,127,82,81,37,79.2,1597,49.59
E01000950,725,157,167,167,166,68,145.0,967,149.95
E01000951,605,115,149,111,111,119,121.0,1540,78.57
E01000956,3114,863,600,566,649,436,622.8,1505,413.82
E01000958,2516,422,510,509,522,553,503.2,2938,171.27
E01000960,906,87,105,123,242,349,181.2,1868,97.0
E01000966,179,35,52,37,27,28,35.8,1614,22.18
E01000970,926,169,211,189,163,194,185.2,1407,131.63
E01000971,312,58,75,74,49,56,62.4,1323,47.17
E01000972,2803,509,497,430,569,798,560.6,1958,286.31
E01000977,1275,239,282,264,248,242,255.0,1944,131.17
E01000979,893,159,150,184,210,190,178.6,1758,101.59
E01000983,650,71,125,130,156,168,130.0,1819,71.47
E01000992,1183,245,271,237,222,208,236.6,1875,126.19
E01000993,618,115,112,107,127,157,123.6,1652,74.82
E01000995,981,190,194,163,200,234,196.2,1715,114.4
E01000998,1093,233,260,210,218,172,218.6,1493,146.42
E01000999,408,80,110,79,63,76,81.6,1324,61.63
E01001003,331,47,68,59,81,76,66.2,1586,41.74
E01001007,743,138,167,161,112,165,148.6,1982,74.97
E01001008,1049,184,199,209,206,251,209.8,1667,125.85
E01001015,618,83,129,155,138,113,123.6,1492,82.84
E01001017,315,46,95,58,53,63,63.0,1649,38.2
E01001018,396,67,112,78,65,74,79.2,1649,48.03
E01001022,324,60,64,77,59,64,64.8,1482,43.72
E01001026,397,75,93,68,74,87,79.4,1883,42.17
E01001039,350,84,75,84,54,53,70.0,1572,44.53
E01001042,3068,661,638,558,567,644,613.6,2172,282.5
E01001044,500,113,89,88,114,96,100.0,2081,48.05
E01001053,478,96,110,114,87,71,95.6,1600,59.75
E01001054,471,86,116,67,91,111,94.2,1861,50.62
E01001056,847,131,249,162,143,162,169.4,1807,93.75
E01001061,440,62,77,98,89,114,88.0,1622,54.25
E01001064,1072,243,238,226,191,174,214.4,1603,133.75
E01001067,238,55,51,45,53,34,47.6,1654,28.78
E01001071,533,97,132,100,106,98,106.6,1899,56.13
E01001072,300,67,66,77,49,41,60.0,1479,40.57
E01001074,995,163,229,212,224,167,199.0,1948,102.16
E01001076,1483,283,329,380,279,212,296.6,1668,177.82
E01001082,789,152,183,153,163,138,157.8,1551,101.74
E01001083,445,85,121,71,87,81,89.0,1615,55.11
E01001091,781,134,177,182,137,151,156.2,1575,99.17
E01001110,1644,303,390,326,327,298,328.8,2149,153.0
E01001117,1995,464,539,387,500,105,399.0,3052,130.73
E01001133,364,80,81,70,72,61,72.8,1586,45.9
E01001137,1298,238,330,296,253,181,259.6,2129,121.94
E01001138,631,121,183,153,100,74,126.2,1514,83.36
E01001146,458,79,100,107,81,91,91.6,1527,59.99
E01001154,1479,286,349,327,296,221,295.8,1961,150.84
E01001157,506,81,95,90,103,137,101.2,1851,54.67
E01001162,727,149,169,136,140,133,145.4,1813,80.2
E01001163,526,110,125,125,82,84,105.2,1975,53.27
E01001171,515,84,96,102,102,131,103.0,1757,58.62
E01001172,2137,333,439,417,504,444,427.4,2205,193.83
E01001175,922,163,241,187,161,170,184.4,1639,112.51
E01001180,1371,233,327,352,265,194,274.2,1981,138.41
E01001181,2149,353,560,569,398,269,429.8,2187,196.52
E01001185,774,204,173,168,144,85,154.8,1701,91.01
E01001191,1754,290,388,428,356,292,350.8,2070,169.47
E01001193,783,119,147,202,162,153,156.6,1682,93.1
E01001194,774,159,164,133,172,146,154.8,1614,95.91
E01001203,1438,258,373,302,265,240,287.6,1688,170.38
E01001204,443,101,113,96,68,65,88.6,1614,54.89
E01001208,550,107,147,110,93,93,110.0,1360,80.88
E01001212,559,87,128,126,113,105,111.8,1766,63.31
E01001220,1212,225,328,246,202,211,242.4,1514,160.11
E01001231,1207,290,233,211,210,263,241.4,2045,118.04
E01001233,1112,227,212,207,251,215,222.4,1444,154.02
E01001236,422,78,105,89,82,68,84.4,1475,57.22
E01001238,2350,513,596,554,503,184,470.0,5043,93.2
E01001250,1333,231,317,259,262,264,266.6,2180,122.29
E01001254,816,149,232,161,145,129,163.2,1748,93.36
E01001261,3088,602,601,572,613,700,617.6,2316,266.67
E01001266,1875,413,398,377,346,341,375.0,1832,204.69
E01001267,1467,291,322,270,273,311,293.4,2037,144.04
E01001269,835,180,187,144,159,165,167.0,2272,73.5
E01001274,364,69,63,65,84,83,72.8,1611,45.19
E01001277,1317,228,309,287,245,248,263.4,2041,129.05
E01001278,1924,300,312,350,450,512,384.8,2080,185.0
E01001279,347,62,73,64,65,83,69.4,1492,46.51
E01001281,277,45,56,49,57,70,55.4,1572,35.24
E01001285,864,104,186,138,179,257,172.8,1767,97.79
E01001291,683,118,178,156,135,96,136.6,1762,77.53
E01001296,459,90,112,105,84,68,91.8,1441,63.71
E01001311,747,119,164,148,148,168,149.4,2518,59.33
E01001315,328,55,70,83,54,66,65.6,1466,44.75
E01001331,766,146,223,141,126,130,153.2,1796,85.3
E01001337,3307,803,955,611,483,455,661.4,2124,311.39
E01001339,977,175,245,174,193,190,195.4,2184,89.47
E01001345,429,53,66,81,87,142,85.8,1758,48.81
E01001347,2052,355,434,440,441,382,410.4,1975,207.8
E01001352,564,98,147,139,81,99,112.8,1584,71.21
E01001353,590,134,125,143,93,95,118.0,1416,83.33
E01001354,2057,345,428,367,426,491,411.4,2056,200.1
E01001359,1895,343,409,344,359,440,379.0,2464,153.81
E01001382,380,56,69,62,120,73,76.0,1481,51.32
E01001383,441,114,104,94,72,57,88.2,1754,50.29
E01001386,1378,296,397,253,228,204,275.6,1799,153.2
E01001387,1265,283,244,243,259,236,253.0,1533,165.04
E01001388,1421,262,273,246,325,315,284.2,1443,196.95
E01001391,729,154,194,142,128,111,145.8,1781,81.86
E01001401,725,79,175,155,136,180,145.0,1390,104.32
E01001402,719,174,187,128,127,103,143.8,1849,77.77
E01001404,468,100,132,86,82,68,93.6,1480,63.24
E01001420,534,86,116,109,125,98,106.8,1783,59.9
E01001422,390,83,79,78,88,62,78.0,1679,46.46
E01001430,1447,225,341,297,292,292,289.4,2013,143.77
E01001434,867,141,189,205,197,135,173.4,1591,108.99
E01001445,2169,386,433,416,398,536,433.8,2801,154.87
E01001446,785,140,192,155,161,137,157.0,1858,84.5
E01001449,906,157,170,183,192,204,181.2,1643,110.29
E01001462,878,154,165,155,192,212,175.6,1455,120.69
E01001463,660,140,162,135,118,105,132.0,1560,84.62
E01001469,416,63,108,79,94,72,83.2,1769,47.03
E01001472,507,78,84,76,110,159,101.4,1652,61.38
E01001474,485,71,118,113,90,93,97.0,1898,51.11
E01001489,750,96,145,179,153,177,150.0,1888,79.45
E01001499,580,114,140,146,102,78,116.0,1540,75.32
E01001504,1060,170,220,211,235,224,212.0,2139,99.11
E01001509,969,187,225,224,169,164,193.8,1773,109.31
E01001511,1660,327,290,282,358,403,332.0,1923,172.65
E01001518,1687,244,361,356,367,359,337.4,1688,199.88
E01001526,241,63,59,38,43,38,48.2,1609,29.96
E01001536,3282,687,585,710,728,572,656.4,1970,333.2
E01001537,592,97,127,112,119,137,118.4,1715,69.04
E01001543,475,114,122,113,66,60,95.0,1618,58.71
E01001544,700,108,150,149,134,159,140.0,1695,82.6
E01001545,1346,248,322,285,234,257,269.2,1884,142.89
E01001548,801,161,153,160,151,176,160.2,1927,83.13
E01001549,1830,342,439,411,335,303,366.0,2360,155.08
E01001555,2759,629,661,489,533,447,551.8,2236,246.78
E01001558,2483,542,484,440,506,511,496.6,2063,240.72
E01001560,599,116,124,123,137,99,119.8,1571,76.26
E01001572,521,105,135,104,96,81,104.2,1733,60.13
E01001586,458,87,97,87,92,95,91.6,1424,64.33
E01001591,1694,317,357,328,363,329,338.8,2100,161.33
E01001598,701,182,212,137,95,75,140.2,1609,87.13
E01001608,463,101,104,94,96,68,92.6,1443,64.17
E01001611,508,94,98,97,96,123,101.6,1766,57.53
E01001621,687,158,148,153,122,106,137.4,1673,82.13
E01001624,627,106,127,144,117,133,125.4,1628,77.03
E01001646,1506,269,309,339,265,324,301.2,2822,106.73
E01001650,763,170,173,141,127,152,152.6,1834,83.21
E01001654,750,150,148,124,160,168,150.0,1606,93.4
E01001658,589,114,119,111,119,126,117.8,1654,71.22
E01001661,881,161,203,181,180,156,176.2,1663,105.95
E01001674,1068,209,245,204,186,224,213.6,2195,97.31
E01001686,827,145,172,140,194,176,165.4,1803,91.74
E01001692,342,46,49,53,96,98,68.4,1471,46.5
E01001694,973,163,205,240,169,196,194.6,1741,111.77
E01001697,1210,240,256,279,250,185,242.0,2645,91.49
E01001702,809,159,161,161,159,169,161.8,1485,108.96
E01001711,625,121,232,119,114,39,125.0,1430,87.41
E01001713,579,176,155,148,75,25,115.8,540,214.44
E01001719,486,56,39,45,121,225,97.2,1640,59.27
E01001726,361,51,76,64,111,59,72.2,1325,54.49
E01001728,792,159,249,191,110,83,158.4,1979,80.04
E01001730,1757,282,391,368,356,360,351.4,2764,127.13
E01001737,1225,274,342,225,172,212,245.0,1767,138.65
E01001746,883,147,207,178,174,177,176.6,1687,104.68
E01001750,1891,351,491,339,343,367,378.2,2123,178.14
E01001752,1497,236,433,325,375,128,299.4,2899,103.28
E01001755,1282,322,298,270,200,192,256.4,1676,152.98
E01001758,1699,283,366,314,370,366,339.8,2614,129.99
E01001759,1128,180,248,238,194,268,225.6,1650,136.73
E01001764,1210,186,356,288,216,164,242.0,1752,138.13
E01001773,1858,412,548,438,240,220,371.6,2483,149.66
E01001775,1087,225,277,246,188,151,217.4,1636,132.89
E01001779,2411,619,655,573,462,102,482.2,3003,160.57
E01001780,2230,513,408,378,488,443,446.0,1816,245.59
E01001784,1191,204,280,240,235,232,238.2,1772,134.42
E01001786,1495,258,374,347,308,208,299.0,2223,134.5
E01001787,805,149,189,190,173,104,161.0,1613,99.81
E01001791,835,164,202,167,167,135,167.0,1459,114.46
E01001794,1567,297,349,353,298,270,313.4,1898,165.12
E01001806,1830,321,471,414,328,296,366.0,1469,249.15
E01001814,1330,288,341,352,210,139,266.0,1698,156.65
E01001815,574,98,107,123,115,131,114.8,1771,64.82
E01001824,1333,237,372,347,211,166,266.6,1626,163.96
E01001829,783,143,174,136,169,161,156.6,1756,89.18
E01001832,629,115,140,148,95,131,125.8,1660,75.78
E01001838,735,77,144,139,161,214,147.0,1813,81.08
E01001841,869,190,240,177,154,108,173.8,1369,126.95
E01001845,847,131,159,158,194,205,169.4,1584,106.94
E01001851,732,151,178,141,146,116,146.4,1465,99.93
E01001862,1124,225,257,194,204,244,224.8,1760,127.73
E01001869,992,245,222,267,162,96,198.4,1352,146.75
E01001870,890,138,206,189,226,131,178.0,1685,105.64
E01001872,628,97,139,110,131,151,125.6,1362,92.22
E01001883,821,177,183,176,168,117,164.2,1870,87.81
E01001891,1531,295,237,232,328,439,306.2,2544,120.36
E01001896,604,99,81,90,147,187,120.8,1395,86.59
E01001899,3816,693,710,613,899,901,763.2,1599,477.3
E01001907,393,83,75,77,62,96,78.6,1246,63.08
E01001909,922,174,260,160,172,156,184.4,1763,104.59
E01001918,446,86,109,95,81,75,89.2,1509,59.11
E01001928,824,170,170,162,153,169,164.8,1806,91.25
E01001929,702,146,136,174,131,115,140.4,1347,104.23
E01001930,725,130,145,175,149,126,145.0,1736,83.53
E01001931,559,105,127,120,122,85,111.8,1296,86.27
E01001950,975,198,203,191,168,215,195.0,1486,131.22
E01001953,2293,603,445,451,399,395,458.6,1466,312.82
E01001960,847,150,170,202,178,147,169.4,1794,94.43
E01001972,947,223,242,149,207,126,189.4,1712,110.63
E01001973,1454,333,318,270,283,250,290.8,2547,114.17
E01001978,1195,227,286,259,197,226,239.0,1927,124.03
E01001980,1114,227,278,216,200,193,222.8,1816,122.69
E01001983,646,117,158,107,121,143,129.2,1662,77.74
E01001988,968,255,228,194,185,106,193.6,1668,116.07
E01001993,514,90,116,135,81,92,102.8,1669,61.59
E01001994,628,125,131,115,138,119,125.6,1812,69.32
E01001995,1081,208,329,185,170,189,216.2,2682,80.61
E01002001,1187,232,269,223,178,285,237.4,1596,148.75
E01002002,3920,635,809,775,749,952,784.0,1691,463.63
E01002003,2973,483,654,623,562,651,594.6,2560,232.27
E01002007,561,115,153,106,105,82,112.2,1437,78.08
E01002008,691,151,134,108,128,170,138.2,1342,102.98
E01002013,481,114,101,89,103,74,96.2,1361,70.68
E01002021,477,84,129,85,98,81,95.4,1429,66.76
E01002022,2635,580,532,537,495,491,527.0,2164,243.53
E01002026,5893,1207,940,1107,1215,1424,1178.6,1781,661.76
E01002036,2225,399,519,437,441,429,445.0,1861,239.12
E01002039,1350,223,392,314,198,223,270.0,1672,161.48
E01002049,1344,231,343,298,241,231,268.8,1898,141.62
E01002053,994,159,248,221,233,133,198.8,2024,98.22
E01002057,1131,266,309,287,143,126,226.2,1794,126.09
E01002066,3472,994,733,553,624,568,694.4,2612,265.85
E01002071,1755,385,364,321,328,357,351.0,1780,197.19
E01002075,1374,276,316,266,279,237,274.8,1969,139.56
E01002077,3982,930,796,801,719,736,796.4,2268,351.15
E01002088,629,102,135,134,122,136,125.8,1800,69.89
E01002101,656,106,157,165,89,139,131.2,1980,66.26
E01002103,1014,161,214,210,229,200,202.8,1851,109.56
E01002106,571,151,126,92,104,98,114.2,2030,56.26
E01002109,396,78,109,77,62,70,79.2,1872,42.31
E01002110,415,95,93,85,74,68,83.0,1664,49.88
E01002113,819,155,227,172,165,100,163.8,1559,105.07
E01002124,775,135,247,172,135,86,155.0,1793,86.45
E01002125,879,214,195,173,176,121,175.8,1970,89.24
E01002131,811,157,178,167,184,125,162.2,1711,94.8
E01002132,791,139,194,188,154,116,158.2,2039,77.59
E01002138,391,78,85,93,75,60,78.2,1611,48.54
E01002142,1162,221,260,196,216,269,232.4,1858,125.08
E01002152,283,56,79,48,41,59,56.6,1615,35.05
E01002156,361,78,119,76,36,52,72.2,1568,46.05
E01002158,229,55,50,35,28,61,45.8,1405,32.6
E01002161,729,157,179,116,125,152,145.8,2058,70.85
E01002162,789,124,149,156,156,204,157.8,1928,81.85
E01002167,264,63,75,40,44,42,52.8,1607,32.86
E01002173,488,85,152,100,86,65,97.6,1913,51.02
E01002176,451,78,91,97,91,94,90.2,1695,53.22
E01002188,235,53,56,48,34,44,47.0,1608,29.23
E01002196,283,49,90,66,50,28,56.6,1822,31.06
E01002198,617,162,174,129,99,53,123.4,1812,68.1
E01002200,430,94,85,85,87,79,86.0,2199,39.11
E01002203,462,110,93,90,99,70,92.4,1811,51.02
E01002208,247,71,38,51,49,38,49.4,1360,36.32
E01002210,256,36,59,39,58,64,51.2,1546,33.12
E01002222,391,58,62,55,85,131,78.2,1604,48.75
E01002227,762,204,155,126,174,103,152.4,2277,66.93
E01002231,754,152,169,140,151,142,150.8,2056,73.35
E01002234,816,158,173,156,121,208,163.2,1965,83.05
E01002251,516,81,110,103,98,124,103.2,1595,64.7
E01002253,242,33,66,42,49,52,48.4,1583,30.57
E01002258,689,116,177,119,135,142,137.8,1839,74.93
E01002259,268,48,80,61,33,46,53.6,1548,34.63
E01002263,419,57,116,77,72,97,83.8,1608,52.11
E01002274,448,72,100,87,99,90,89.6,1665,53.81
E01002276,932,161,243,186,170,172,186.4,2074,89.87
E01002279,881,150,202,214,154,161,176.2,1746,100.92
E01002281,1286,204,271,243,296,272,257.2,2463,104.43
E01002284,887,159,171,170,208,179,177.4,2068,85.78
E01002287,373,83,81,81,67,61,74.6,1598,46.68
E01002288,212,28,50,52,39,43,42.4,1598,26.53
E01002290,377,40,79,135,55,68,75.4,1492,50.54
E01002302,668,156,188,151,90,83,133.6,1724,77.49
E01002305,567,124,162,112,106,63,113.4,1714,66.16
E01002312,663,101,114,102,136,210,132.6,1697,78.14
E01002313,984,163,177,211,205,228,196.8,2258,87.16
E01002316,1479,221,252,274,362,370,295.8,2075,142.55
E01002317,405,74,97,87,85,62,81.0,1548,52.33
E01002319,1608,382,253,265,338,370,321.6,1861,172.81
E01002331,517,76,92,76,102,171,103.4,1665,62.1
E01002332,481,64,96,84,108,129,96.2,1753,54.88
E01002335,541,108,147,116,92,78,108.2,1480,73.11
E01002342,698,160,128,129,153,128,139.6,1722,81.07
E01002345,1831,392,376,305,345,413,366.2,1957,187.12
E01002350,1969,445,374,358,387,405,393.8,1724,228.42
E01002351,515,100,120,92,95,108,103.0,1769,58.22
E01002353,2971,525,620,573,594,659,594.2,2047,290.28
E01002355,267,50,59,37,66,55,53.4,1492,35.79
E01002371,603,102,132,117,127,125,120.6,1709,70.57
E01002373,633,85,129,160,140,119,126.6,1701,74.43
E01002379,1327,212,235,278,249,353,265.4,1599,165.98
E01002384,568,134,111,115,112,96,113.6,1638,69.35
E01002388,155,27,31,31,38,28,31.0,1649,18.8
E01002390,468,97,93,98,96,84,93.6,1487,62.95
E01002400,839,140,214,185,158,142,167.8,1996,84.07
E01002401,1381,252,309,256,284,280,276.2,2337,118.19
E01002407,2691,636,638,605,631,181,538.2,3827,140.63
E01002416,250,44,42,65,44,55,50.0,1746,28.64
E01002418,444,100,144,82,69,49,88.8,1778,49.94
E01002419,351,79,78,62,82,50,70.2,1692,41.49
E01002420,355,61,102,61,68,63,71.0,1617,43.91
E01002422,1077,222,273,253,159,170,215.4,1564,137.72
E01002424,553,96,105,139,121,92,110.6,1695,65.25
